id,question,choices,explanation,answer
125,20% của 250m là:,"['A. 5m', 'B. 50m', 'C. 25m', 'D. 20m']",20% của 250m là: 250 ${\times}$ 20 : 100 = 50 (m),B. 50m
1251,"Số bị chia là 12, số chia là 2. Vậy thương bằng:","['A. 8', 'B. 4', 'C. 6', 'D. 3']","Số bị chia là 12, số chia là 2. Vậy thương bằng: 12 : 2 = 6",C. 6
1252,"Số bị chia là 40 , số chia là 5. Vậy thương bằng:","['A. 45', 'B. 35', 'C. 8', 'D. 9']","Số bị chia là 40 , số chia là 5. 
 Vậy thương bằng: 40 : 5 = 8",C. 8
1253,Số bị trừ hơn số trừ 8 đơn vị. Vậy hiệu là:,"['A. 8', 'B. 7', 'C. 9', 'D. 5']",Số bị trừ hơn số trừ 8 đơn vị. Vậy hiệu là: 8,A. 8
1254,"Số bị trừ là 63, số trừ là 28. Vậy hiệu bằng:","['A. 91', 'B. 45', 'C. 35', 'D. 81']",63 – 28 = 35,C. 35
1255,"Số bị trừ là số liền sau của số tròn chục lớn nhất có hai chữ số, số trừ là tổng của 37 và 25. Vậy hiệu là:","['A. 29', 'B. 28', 'C. 48', 'D. 59']","Số tròn chục lớn nhất có hai chữ số là: 90
 Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Số liền sau của 90 là: $90 + 1 = 91$ .
 Tổng của 37 và 25 là: $37 + 25 = 62$
 Vậy hiệu là: 91 – 62 = 29",A. 29
1256,"Số bị trừ là số liền trước của 18, số trừ là số lớn nhất có một chữ số. Vậy hiệu là:","['A. 8', 'B. 9', 'C. 7', 'D. 6']","Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Số liền trước của 18 là: 18 – 1 = 17
 Số lớn nhất có một chữ số là: 9
 Vậy hiệu là: 17 – 9 = 8",A. 8
1257,"Số bị trừ là số liền trước của số lớn nhất có hai chữ số khác nhau, số trừ là tổng của 29 và 19. Vậy hiệu là","['A. 52', 'B. 51', 'C. 49', 'D. 50']","Số lớn nhất có hai chữ số khác nhau là: 98
 Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Số liền trước của 98 là: 98 – 1 = 97.Tổng của 29 và 19 là: $29 + 19 = 48$ Hiệu là: 97 – 48 = 49",C. 49
1258,Số bị trừ là số lớn nhất có hai chữ số khác nhau và số trừ là số liền trước của 54. Vậy hiệu là:,"['A. 46', 'B. 44', 'C. 45', 'D. 43']","Số lớn nhất có hai chữ số khác nhau: 98
 Số liền trước của 54: 54 – 1 = 53
 Vậy hiệu là: 98 – 53 = 45",C. 45
126,20% của 450kg là:,"['A. 120kg', 'B. 90kg', 'C. 900kg', 'D. 45kg']",20% của 450kg là: 450 ${\times}$ 20 : 100 = 90 (kg),B. 90kg
1260,Số cách chọn 5 học sinh từ 35 học sinh của một lớp là,"['A. 5!', 'B. 35^5', 'C. C_{35}^5', 'D. A_{35}^5']",Số cách chọn là C_{35}^5.,C. C_{35}^5
1261,Số cách chọn ra một nhóm học tập gồm 3 học sinh từ 5 học sinh là,"['A. 3!', 'B. A_5^3', 'C. C_5^3', 'D. 15']","Mỗi cách chọn 3 học sinh từ 5 học sinh là một tổ hợp chập 3 của 5 phần tử.
 Suy ra số cách chọn là C_5^3.",C. C_5^3
127,2014 dm3 = ...... m3 là:,"['A. 20,14', 'B. 2,014', 'C. 201,4']",,"C. 201,4"
1270,Số chia hết cho cả 2 và 5 là:,"['A. 7 603', 'B. 706', 'C. 7 650', 'D. 763']",Số chia hết cho cả 2 và 5 là: 7650 (số có tận cùng là 0 thì chia hết cho cả 2 và 5),C. 7 650
1271,Số chia hết cho cả 2 và 5 là:,"['A. 7603', 'B. 706', 'C. 7650', 'D. 763']",Số chia hết cho cả 2 và 5 là: 7650 (số có tận cùng là 0 thì chia hết cho cả 2 và 5),C. 7650
1272,Số chín mươi ba nghìn sáu trăm linh năm viết là:,"['A. 93 650', 'B. 90 365', 'C. 93 065', 'D. 93 605']",Số chín mươi ba nghìn sáu trăm linh năm viết là: 93 605,D. 93 605
1275,Số chín trăm sáu mươi lăm viết là:,"['A. 965', 'B. 956', 'C. 596', 'D. 695']",Số chín trăm sáu mươi lăm viết là: 965,A. 965
1277,Số có chữ số hàng chục nghìn là 5 là:,"['A. 55 000', 'B. 5 500', 'C. 550', 'D. 55']","Số 55 000 gồm 5 chục nghìn và 5 nghìn.
 Vậy số 55 000 có chữ số hàng chục nghìn là 5.",A. 55 000
1278,Số có chữ số hàng nghìn bằng 7 là:,"['A. 78 245', 'B. 67 382', 'C. 51 720', 'D. 90 127']",Số có chữ số hàng nghìn bằng 7 là: 67 382,B. 67 382
128,21% của 2014 là:,"['A. 422,49', 'B. 422,94', 'C. 42,29', 'D. 42,92']","21% của 2014 là: 2014 ${\times}$ 21 : 100 = 422,94
 Đáp số: 422,94","B. 422,94"
1281,Số có số đơn vị kém số chục 5 đơn vị là:,"['A. 71', 'B. 38', 'C. 94', 'D. 52']","Đáp án A: số đơn vị kém số chục là: 7 – 1 = 6. Vậy đáp án A sai
 Đáp án B: số đơn vị lớn hơn số chục. Vậy đáp án B sai
 Đáp án C: số đơn vị kém số chục là: 9 – 4 = 5. Vậy đáp án C đúng
 Đáp án C: số đơn vị kém số chục là: 5 – 2 = 3. Vậy đáp án D sai",C. 94
129,23 m2 = ……… ha? Số thích hợp điền vào chỗ chấm là:,"['A. 0,23', 'B. 0,023', 'C. 0,0023', 'D. 0,00023']",,"C. 0,0023"
1290,Số dư của phép chia 479 : 47 là: (nếu chỉ lấy đến hai chữ số ở phần thập phân của thương).,"['A. 0,7', 'B. 0,07', 'C. 0,007', 'D. 7']","Số dư của phép chia 479 : 47 là: 0,07 (nếu chỉ lấy đến hai chữ số ở phần thập phân của thương).","B. 0,07"
1297,Số gồm “Tám và mười hai phần mười bảy” viết là:,"['A. $\\frac{12}{17}$', 'B. $\\frac{82}{17}$', 'C. $8\\frac{12}{17}$', 'D. $8\\frac{102}{17}$']",Số gồm “Tám và mười hai phần mười bảy” viết là: $8\frac{12}{17}$,C. $8\frac{12}{17}$
1298,Số gồm 1 chục nghìn 5 nghìn 3 trăm 6 chục được viết là:,"['A. 10 536', 'B. 15 306', 'C. 15 360', 'D. 1 526']",Số gồm 1 chục nghìn 5 nghìn 3 trăm 6 chục được viết là: 15 360,C. 15 360
13,Diện tích của hình tròn có đường kính d = 5dm là:,"['A. 78,5dm2', 'B. 196,25dm2', 'C. 7,85dm2', 'D. 19,625dm2']","Bán kính hình tròn là: 5 : 2 = 2,5 (dm)Diện tích của hình tròn có đường kính d = 5dm là: 2,5 ${\times}$ 2,5 ${\times}$ 3,14 = 19,625 (dm2).","D. 19,625dm2"
130,"243 + x = 254 + 142
 Giá trị của x là:","['A. 153', 'B. 195', 'C. 120']",,A. 153
1301,"Số gồm 2 chục nghìn, 3 nghìn, 8 trăm, 5 chục và hai đơn vị viết là:","['A. 32 852', 'B. 23 582', 'C. 32 258', 'D. 23 852']","Số gồm 2 chục nghìn, 3 nghìn, 8 trăm, 5 chục và hai đơn vị viết là: 23 852.",D. 23 852
1302,Số gồm 2 trăm và 7 đơn vị viết là:,"['A. 207', 'B. 27', 'C. 270', 'D. 702']",Số gồm 2 trăm và 7 đơn vị viết là: 207,A. 207
1306,"Số gồm 3 triệu, 5 nghìn, 4 chục và 6 đơn vị được viết là:","['A. 3 500 406', 'B. 3 005 046', 'C. 3 050 406', 'D. 3 004 506']","Số gồm 3 triệu, 5 nghìn, 4 chục và 6 đơn vị được viết là: 3 005 046",B. 3 005 046
1307,Số gồm 4 chục và 2 đơn vị được viết là:,"['A. 20', 'B. 40', 'C. 24', 'D. 42']",Số gồm 4 chục và 2 đơn vị được viết là: 42,D. 42
131,"25% số bi của Hùng thì bằng 50% số bi của Hải, biết tổng số bi của Hùng và Hải bằng 48 viên. Số bi của Hùng là:","['A. 16 viên', 'B. 18 viên', 'C. 32 viên', 'D. 30 viên']",,C. 32 viên
1314,Số gồm 5 trăm và 5 đơn vị đọc là:,"['A. năm mươi lăm', 'B. năm trăm linh năm', 'C. năm trăm năm', 'D. năm trăm linh lăm']",Số gồm 5 trăm và 5 đơn vị đọc là: Năm trăm linh năm,B. năm trăm linh năm
1317,"Số gồm 6 nghìn, 7 trăm, 2 đơn vị là:","['A. 672', 'B. 6702', 'C. 6720', 'D. 6072']","Phương pháp
 Viết số lần lượt từ hàng nghìn, hàng trăm, hàng chục, hàng đơn vị.
 Cách giải
 Số gồm 6 nghìn, 7 trăm, 2 đơn vị là 6702.
 Đáp án : B",B. 6702
1318,Số gồm 6 trăm và 3 đơn vị viết là:,"['A. 63', 'B. 36', 'C. 630', 'D. 603']",Số gồm 6 trăm và 3 đơn vị viết là: 603,D. 603
132,27 : 3 = ? : 8,"['A. 56', 'B. 64', 'C. 72', 'D. 80']",,C. 72
1320,Số gồm 7 chục và 4 đơn vị được viết là:,"['A. 74', 'B. 47', 'C. 7', 'D. 4']",Số gồm 7 chục và 4 đơn vị được viết là: 74,A. 74
1321,Số gồm 8 chục nghìn 3 trăm 2 đơn vị viết là:,"['A. 832', 'B. 8 032', 'C. 80 032', 'D. 80 302']",Số gồm 8 chục nghìn 3 trăm 2 đơn vị viết là: 80 302,D. 80 302
1322,Số gồm 8 chục nghìn 4 trăm 4 đơn vị được viết là:,"['A. 80 440', 'B. 80 404', 'C. 80 044', 'D. 84 004']",Số gồm 8 chục nghìn 4 trăm 4 đơn vị được viết là: 80 404,B. 80 404
1323,Số gồm 8 chục nghìn 6 nghìn 5 trăm 2 đơn vị viết là:,"['A. 8 652', 'B. 80 652', 'C. 86 502', 'D. 86 520']",Số gồm 8 chục nghìn 6 nghìn 5 trăm 2 đơn vị viết là: 86 502,C. 86 502
1325,Số gồm 8 trăm và 7 chục viết là:,"['A. 87', 'B. 870', 'C. 780', 'D. 807']",Số gồm 8 trăm và 7 chục viết là: 870,B. 870
1327,"Số gồm 8 trăm, 3 chục và 1 đơn vị viết là:","['A. 138', 'B. 813', 'C. 831', 'D. 381']","Số gồm 8 trăm, 3 chục và 1 đơn vị viết là: 831",C. 831
1328,"Số gồm 9 chục nghìn, 6 trăm, 7 đơn vị viết là:","['A.96 070', 'B.96 700', 'C.90 607', 'D.90 706']","Số gồm 9 chục nghìn, 6 trăm, 7 đơn vị viết là 90 607.",C.90 607
133,29 km 415 m = … km Số thích hợp để viết vào chỗ chấm là:,"['A. 29415', 'B. 29,415', 'C. 294,15', 'D. 2941,5']","Ta có: $415m=\frac{415}{1000}km=0,415km$. Vậy 29 km 415 m = 29 km + 0,415 km = 29,415 km.Vậy số cần điền là: 29,415","B. 29,415"
1330,Số hạng thứ nhất là 23. Số hạng thứ hai hơn số hạng thứ nhất 12 đơn vị. Vậy tổng là:,"['A. 35', 'B. 47', 'C. 11', 'D. 58']","Số hạng thứ hai là: 23 + 12 = 35
 Tổng là: 23 + 35 = 58",D. 58
1331,"Số hạng thứ nhất là 35, số hạng thứ hai là 21. Vậy tổng là:","['A. 14', 'B. 47', 'C. 56', 'D. 32']","Số hạng thứ nhất là 35, số hạng thứ hai là 21. 
 Vậy tổng là: 35 + 21 = 56",C. 56
1332,Số hạng thứ nhất là 8. Số hạng thứ hai ít hơn số hạng thứ nhất 3 đơn vị. Vậy tổng là:,"['A. 5', 'B. 13', 'C. 11', 'D. 19']","Số hạng thứ hai là: 8 – 3 = 5
 Vậy tổng là: 8 + 5 = 13",B. 13
1336,Số La Mã XIX đọc là:,"['A. Mười chín', 'B. Mười một', 'C. Hai mươi', 'D. Mười bốn']",Số La Mã XIX đọc là: mười chín,A. Mười chín
134,2cm được gấp lên 7 lần có giá trị là:,"['A. 32 cm', 'B. 28 cm', 'C. 14 cm', 'D. 7 cm']",,C. 14 cm
1341,Số liền sau của 14 là tích của hai số nào?,"['A. 5 và 3', 'B. 2 và 7', 'C. 5 và 4', 'D. 2 và 6']","Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 14 là: $14 + 1 = 15$
 Ta có: 5 ${\times}$ 3 = 152 ${\times}$ 7 = 145 ${\times}$ 4 = 202 ${\times}$ 6 = 12
 Vậy số liền sau của 14 là tích của: 5 và 3",A. 5 và 3
1342,Số liền sau của 15 là tích của hai số nào?,"['A. 2 và 7', 'B. 2 và 8', 'C. 3 và 5', 'D. 5 và 5']","Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị. Vậy số liền sau của 15 là: $15 + 1 = 16$
 Ta có:2 ${\times}$ 7 = 142 ${\times}$ 8 = 163 ${\times}$ 5 = 155 ${\times}$ 5 = 25 Vậy số liền sau của 15 là tích của 2 và 8.",B. 2 và 8
1344,Số liền sau của 39 là:,"['A. 40', 'B. 38', 'C. 41', 'D. 37']","Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 39 là: 39 + 1 = 40",A. 40
1348,Số liền sau của 76 là:,"['A. 75', 'B. 78', 'C. 77', 'D. 74']","Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 76 là: 76 + 1 = 77",C. 77
135,2cm2 - 48mm2 = …,"['A. 152', 'B. 152cm', 'C. 185cm2', 'D. 152mm2']",,D. 152mm2
1350,Số liền sau của số 36 là số:,"['A. 33', 'B. 32', 'C. 31', 'D. 37']","Muốn tìm số liền sau của một số ta lấy số đó cộng thêm 1 đơn vị.
 $36 + 1 = 37$
Vậy số liền sau của số 36 là số: 37",D. 37
1355,Số liền sau của số 72 389 là:,"['A. 72 388', 'B. 72 400', 'C. 72 390', 'D. 72 391']",Để tìm số liền sau của một số ta lấy số đó cộng thêm 1 đơn vị. Số liền sau của số 72 389 là 72 390.,C. 72 390
1356,Số liền sau của số 75 299 là:,"['A.7 5289', 'B.75 298', 'C.75 300', 'D.75 301']",Số liền sau của số 75 299 là: 75 300,C.75 300
1357,Số liền sau của số 99 999 là:,"['A. 99 990', 'B. 90 000', 'C. 100 000', 'D. 89 000']",Số liền sau của số 99 999 là: 100 000,C. 100 000
136,3 được lấy 4 lần viết dưới dạng tích hai số là:,"['A. 4 x 3', 'B. 3 x 4', 'C. 3 x 5']",,B. 3 x 4
1360,Số liền sau của số tròn trăm lớn nhất có ba chữ số là:,"['A. 901', 'B. 1 000', 'C. 999', 'D. 998']","Số tròn trăm lớn nhất có ba chữ số là: 900
 Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 900 là: $900 + 1 = 901$
 Vậy số liền sau của số tròn trăm lớn nhất có ba chữ số là: 901.",A. 901
1365,Số liền trước của 100 là:,"['A. 99', 'B. 98', 'C. 97', 'D. 96']","Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Vậy số liền trước của 100 là: 100 – 1 = 99",A. 99
1367,Số liền trước của 60 là:,"['A. 58', 'B. 59', 'C. 61', 'D. 62']","Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Vậy số liền trước của 60 là: 60 – 1 = 59",B. 59
1369,Số liền trước của 99 là:,"['A. 97', 'B. 98', 'C. 100', 'D. 96']","Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Vậy số liền trước của 99 là: 99 – 1 = 98",B. 98
137,3 không phải là thương của hai số nào?,"['A. 15 và 5', 'B. 6 và 2', 'C. 12 và 4', 'D. 10 và 2']",,D. 10 và 2
1371,Số liền trước của số 50 000 là:,"['A. 49 999', 'B. 49 900', 'C. 48 999', 'D. 49 989']",Số liền trước của số 50 000 là: 49 999,A. 49 999
1372,Số liền trước của số 54 829 là:,"['A. 54 828', 'B. 54 830', 'C. 54 839', 'D. 54 819']","Phương pháp
 Số liền trước của một số thì kém số đó 1 đơn vị.
 Cách giải
 Số liền trước của số 54 829 là 54 828.",A. 54 828
1373,Số liền trước của số 63 là số:,"['A. 62', 'B. 61', 'C. 60', 'D. 59']","Muốn tìm số liền trước của một số ta lấy số đó trừ đi 1 đơn vị.
 63 – 1 = 62
 Vậy số liền trước của số 63 là số: 62",A. 62
1374,Số liền trước của số 67 700 là:,"['A. 67 699', 'B. 67 600', 'C. 67 999', 'D. 67 698']",Số liền trước của số 67 700 là: 67 699,A. 67 699
1375,Số liền trước của số 78 540 là:,"['A. 78 530', 'B. 78 539', 'C. 78 640', 'D. 79 540']","Muốn tìm số liền trước của một số ta lấy số đó trừ đi 1 đơn vị.
 Lấy 78 540 – 1 = 78 539
 Vậy số liền trước của số 78 540 là: 78 539",B. 78 539
1376,Số liền trước của số 800 là:,"['A. 779', 'B. 801', 'C. 799', 'D. 789']","Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị. Vậy số liền trước của số 800 là: 800 – 1 = 799",C. 799
1378,Số liền trước của số lớn nhất có năm chữ số là:,"['A. 89 999', 'B. 98 999', 'C. 99 998', 'D. 99 989']","Số lớn nhất có năm chữ số là 99 999
 Số liền trước của số lớn nhất có năm chữ số là: 99 998",C. 99 998
1379,Số liền trước của số lớn nhất có năm chữ số là:,"['A. 89 999', 'B. 99 998', 'C. 98 999', 'D. 99 989']","Số lớn nhất có năm chữ số là: 99 999
 Vậy số liền trước của số lớn nhất có năm chữ số là: 99 998",B. 99 998
138,3 và ? được 7,"['A. 3', 'B. 4', 'C. 5', 'D. 6']",3 và 4 được 7.Vậy số cần điền là: 4,B. 4
1380,Số liền trước của số tròn chục nhỏ nhất có ba chữ số là:,"['A. 99', 'B. 111', 'C. 109', 'D. 110']","Số tròn chục nhỏ nhất có ba chữ số là: 100
 Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị. Vậy số liền trước của 100 là: 100 – 1 = 99
 Vậy số liền trước của số tròn chục nhỏ nhất có ba chữ số là: 99",A. 99
1382,"Số lớn nhất có ba chữ số ghép được từ các số 2, 8, 5, 0 là:","['A. 285', 'B. 852', 'C. 582', 'D. 805']","Ta có: 8 5 2 0
 Số lớn nhất có ba chữ số ghép được từ các số 2, 8, 5, 0 là số tính từ trái sang phải theo thứ tự các số đã cho giảm dần.
 Vậy số đó la: 852",B. 852
139,"3,25 tấn = …… kg. Số thích hợp điền vào chỗ chấm là:","['A. 3250', 'B. 325', 'C. 32,5', 'D. 3,25']","Ta có: 1 tấn = 1 000 kgNên 3,25 tấn = 3 250 kg.",A. 3250
14,"Diện tích xung quanh của hình hộp chữ nhật có chiều dài 1,1m, chiều rộng
 0,5m và chiều cao 1m là:","['A. 1,6m2', 'B. 3,2m2', 'C. 4,3m2', 'D. 3,75m2']","Chu vi mặt đáy hình hộp chữ nhật:
 (1,1 + 0,5) ⨯ 2 = 3,2 (m)
 Diện tích xung quanh hình hộp chữ nhật:
 3,2 ⨯1 = 3,2 (m2)","C. 4,3m2"
140,"3,2m3 = ... dm3. Số thích hợp viết vào chỗ chấm là:","['A. 32000', 'B. 3200', 'C. 320', 'D. 32']",,B. 3200
1405,"Số lớn nhất trong các số 8,09; 7,99; 8,89; 8,9 là:","['A. 8,09', 'B. 7,99', 'C. 8,89', 'D. 8,9']","Số 7,99 có phần nguyên là 7.Các số 8,09; 8,89; 8,9 đều có phần nguyên là 8
 + Số 8,09 có hàng phần mười là 0
 + Số 8,89 có hàng phần mười là 8
 + Số 8,9 có hàng phần mười là 9
 Do 0 < 8 < 9 nên 8,09 < 8,89 < 8,9
 Do 7 < 8 nên 7,99 < 8,09 < 8,89 < 8,9
 Vậy số lớn nhất trong các số trên là: 8,9.","D. 8,9"
1408,"Số lớn nhất trong các số: 12,356; 12,365; 12,563; 12,536 là:","['A. 12,356', 'B. 12,365', 'C. 12,563', 'D. 12,536']","So sánh các số 12,356; 12,365; 12,563; 12,536 có: Phần nguyên: 12 = 12
 Phần mười: 3 5+ So sánh các số 12,563; 12,536 có: Phần trăm: 3 6 nên 12,536 12,563
 Vậy số lớn nhất là: 12,563.","C. 12,563"
141,"3,3 giờ = .....giờ......phút.","['A. 3 giờ 30 phút', 'B. 3 giờ 15 phút', 'C. 3 giờ 18 phút', 'D. 3 giờ 12 phút']",,C. 3 giờ 18 phút
1415,Số năm trăm hai mươi mốt viết là:,"['A. 512', 'B. 125', 'C. 521', 'D. 251']",Số năm trăm hai mươi mốt viết là: 521,C. 521
1418,Số nào dưới đây có chữ số hàng nghìn là 5?,"['A. 51 490', 'B. 25 823', 'C. 62 059', 'D. 71 543']","Phương pháp
 Xác định hàng của chữ số 5 trong mỗi số rồi chọn đáp án thích hợp.
 Cách giải
 Số có chữ số hàng nghìn là 5 là số 25 823.",B. 25 823
